PrincipalDetails,IsDuplicated,BloomFilter32Bit
charleswhite2631968,1,4271207780
charliealderson891944,0,94945992
charliebrowne2271936,1,2747003511
charliebrowne2271936,0,2747003511
charliebrowne971936,1,3316469834
charliecure1841929,0,2271903285
charliefurfari551941,0,3812287547
charliegaskin491959,0,156489235
charliegaskinh491959,1,3121264626
charliekastrappis3061933,0,1382846232
charliekastrappis3061933,1,1382846232
charliemccarthy1631983,1,1234664376
charliemccarthy331983,1,4041398547
charliemccarthy331983,0,4041398547
charlienguyen2141924,0,2820982562
charlieqthorpe2391962,1,2879960194
charliereid1311915,1,3022336811
charliereid1311915,0,3022336811
charlieroles1461962,1,3916260462
charlieroles461962,0,3345151191
charlieroles461962,1,3345151191
charliethor2351962,1,3356832678
charliethorpe191962,1,1977994635
charliethorpe2391962,0,2891100040
charliethorpe2391963,1,3458962391
charlieulmjcure1841929,1,1776420824
charliewalpole12121949,0,554088985
charliewhite1791907,1,3589963835
charliewhite1791907,0,3589963835
charliezimmermann20121968,1,3500573473
charliezimmermann20121968,0,3500573473
charlisoden621903,1,3682263868
charlisoden621903,1,3682263868
charlisoden621903,0,3682263868
charlizegani1241983,0,2708105087
charlomeadows1921903,1,658466067
charlotteacghathaway18101974,1,623190087
charlotteaklemm361902,1,3587087162
charlottebaynes31121922,0,2802310182
charlottebaynes31121922,1,2802310182
charlottebaynesuwaigoj3121982,1,770001682
charlottebishop3111942,0,542356354
charlottebishop3111942,1,542356354
charlottebristow12111935,0,4094738567
charlottebristow12111935,1,4094738567
charlottebristow12111935,1,4094738567
charlottebristow2221941,1,151321053
charlottecdalli22101992,1,623582810
charlotteclarke5101941,1,3700586980
charlotteclarke531947,1,2563788403
charlotteclarke531947,1,2563788403
charlotteclarke531947,0,2563788403
charlotteclarke531947,1,2563788403
charlotteclarke531947,1,2563788403
charlotteclarketvzgje531947,1,2960711791
charlottecoffey17121974,0,2326560346
charlottecoffey17121974,1,2326560346
charlottecrossman20121922,0,1686359996
charlottecsostman20121922,1,511930811
charlottedalli22101992,0,3378008630
charlottedixon1371992,1,3011805005
charlottedixon1371992,0,3011805005
charlottedlbrke531947,1,2465711901
charlottedonaldson8121954,1,446462231
charlottedonaldson8121954,0,446462231
charlottefeeney551981,0,1341157536
charlottefeeneywqjzrcy651988,1,2072494971
charlottefnchmeadows1121903,1,1385486505
charlottegrierson16111969,1,1773178477
charlottegrierson16111969,1,1773178477
charlottegrierson16111969,1,1773178477
charlottegrierson16111969,1,1773178477
charlottegrierson16111969,1,1773178477
charlottegrierson16111969,1,1773178477
charlottegrierson16111969,0,1773178477
charlottegriersonn16111969,1,4003947685
charlotteh1841974,1,282375465
charlottehathaway1841974,0,1808774270
charlottehathaway1841974,1,1808774270
charlottehathaway1841974,1,1808774270
charlottehathaway1841974,1,1808774270
charlottehauhaxbz2641974,1,1676143900
charlotteheuston2841997,0,1067756684
charlottehumphreys1741945,0,1355362773
charlottejacqwxtzkcbzoet31121922,1,1527581815
charlottejmeadows1921903,1,2444209592
charlotteklem361902,1,1000050196
charlotteklemm361902,0,2348494637
charlotteklemm361902,1,2348494637
charlotteklemm361902,1,2348494637
charlotteklemm361902,1,2348494637
charlotteklemmpj361902,1,1386408244
charlottemaier2531982,0,3522953990
charlottemaier2531982,1,3522953990
charlottemason2391906,1,3428747236
charlottemason2391906,1,3428747236
charlottemason2391906,0,3428747236
charlottemason591989,1,4159785900
charlottemasonokljtmw2791904,1,139744620
charlottemaynard141942,1,1290735966
charlottemaynard1591984,0,2211008196
charlottemaynard1591984,1,2211008196
charlottemaynard1841942,0,446103942
charlottemaynard1841942,1,446103942
charlottemeadows1921903,1,1615160742
charlottemeadows1921903,1,1615160742
charlottemeadows1921903,1,1615160742
charlottemeadows1921903,0,1615160742
charlottemeadows1921903,1,1615160742
charlottemeadows1921903,1,1615160742
charlottemeadows1921953,1,1626994819
charlottemeadowsu1921903,1,1385838565
charlottemeaepws1991903,1,4228469055
charlotteneedham1811989,1,1615533792
charlotteneedham1811989,0,1615533792
charlotteneedham1811989,1,1615533792
charlottepetersen1491919,1,1211745247
charlottepetersen1491919,0,1211745247
charlotteryan2581959,0,3049061956
charlottesaltiel14101929,0,2101736477
charlottescattini1411954,0,816282755
charlottescattiniu1411954,1,1816086686
charlottesut9101919,1,3910658213
charlottesuth9101919,0,1276769735
charlottesuth9111919,1,510671178
charlottesuth911919,1,3693887133
charlotteum2391906,1,2954658067
charlottevalasakis2021975,0,4088262957
charlottevalasakis2021975,1,4088262957
charlottewalbtblis2021975,1,2217140279
charlottewilde17111900,0,3849737899
charlottklemm361902,1,4227504987
chasegilbertson1371976,1,947777013
chasegilbertson1371976,0,947777013
chasmpttfhathaway1041974,1,2773259862
chathorpe2391962,1,83302328
chawhite2311947,1,1881166956
chelasher2651971,1,2744011662
cheldlasle2881923,1,1467606005
chelseaasher2651971,0,3009948783
chelseabaillie1831904,1,771513177
chelseabaillie1831904,0,771513177
chelseabaillie631972,1,133329971
chelseabaillif1831904,1,3836365948
chelseablackwell321939,0,4204164721
chelseablake1131977,0,3044316040
chelseablake15111983,0,2155049692
chelseablakebkjex15111983,1,1034819533
chelseabrooker9111998,0,2155814125
chelseabrooker9121998,1,806785675
chelseaclarke2851956,0,1084312716
chelseaclarke2881923,0,4115048773
chelseaclarke2881923,1,4115048773
chelseaclarke2881923,1,4115048773
chelseaclarke781923,1,2042692537
chelseacmarle2661916,1,1440823737
chelseamalcolmson14111928,0,3316075533
chelseamalcolmson14111928,1,3316075533
chelseamcc30111992,1,4098307490
chelseamccarthy30111992,0,2774340013
chelseameaney16111915,1,803325097
chelseameaney16111915,0,803325097
chelseamiles2691995,1,4184039968
chelseamiles2691995,0,4184039968
chelseamiles2691995,1,4184039968
chelseapontt15111918,0,2599132287
chelseapontt15111918,1,2599132287
chelseaponttkgbet15111918,1,952675183
chelseapsitsitarenosxmbztpcairhqwku2251947,1,281883781
chelsearyan1281951,0,3054378433
chelsearyan17101909,0,157303656
chelsearyanahlsm1881951,1,2496566308
chelsearyanwdzrs17101909,1,1039905222
chelsearybo1381951,1,873445975
chelseashe31121922,1,932674444
chelseashepherd1031917,0,2743934929
chelseasherriff31121922,1,3910860684
chelseasherriff31121922,1,3910860684
chelseasherriff31121922,1,3910860684
chelseasherriff31121922,1,3910860684
chelseasherriff31121922,0,3910860684
chelseasherriffitsu31121922,1,3643376113
chelseasherriffnumdbgzx31121922,1,2492871327
chelseasherrigf211989,1,1167325122
chelseasitaren2221947,1,546337434
chelseasitarenos21121973,1,4026952995
chelseasitarenos2251942,1,1234539862
chelseasitarenos2251947,1,539519117
chelseasitarenos2251947,0,539519117
chelseasitarenos2251947,1,539519117
chelseasitarenos2251947,1,539519117
chelseasitarenos2251947,1,539519117
chelseasitarenos2251947,1,539519117
chelseasitarenos2411947,1,2484600699
chelseasitarenosof2271947,1,493291855
chelseathepherd1031917,1,3708199876
chelseatjtbsenps2251947,1,1765724172
chelseatuckwell5111939,0,3925471970
chelseavibyusherriff31121922,1,31200685
chelseawpsitarenos291945,1,2158196971
chelseaxersitarenos2251947,1,4287732971
chelsetiesrigf31121922,1,217000794
chelsiegoldsw1331950,1,1164469919
chelsiegoldsworthy1331950,0,335985071
chelsiehlawa18101969,1,2752207127
chelsiehlawa18101969,1,2752207127
chelsiehlawa18101969,0,2752207127
chelsiehlawal18101969,1,1976927872
chelsiesherriff1041937,1,4229115027
chelsiesherriff3041937,0,3854105970
chelsitarenos22111947,1,1882952495
chereebowerm31111965,1,120535932
chereebowerman13121909,1,1283009605
chereebowerman13121909,0,1283009605
chereebowerman13121909,1,1283009605
chereeboxerman13121909,1,2695430155
chereecowernbo20121909,1,1297135034
chereecpxernbn13121909,1,3331073444
cherfebowerman13111909,1,3990231545
chevonnemontalvo1151962,0,3326898157
chevonnemontalvo1151962,1,3326898157
chevonnepurser20121946,0,982290832
chevonnepurser20121946,1,982290832
chevonnepurser20121946,1,982290832
chevonnesimmonds3151942,0,2154013605
chevonnewilki4101972,1,4238519543
chevonnewilkins4121972,0,3544630853
cheyennecampbell1571908,0,1673542406
cheyennecampbell1571908,1,1673542406
cheyennecampbell1571908,1,1673542406
cheyennedampbelm1571908,1,3403905777
cheyennedbnqbfmm1871907,1,498978311
cheyennenguyen2811924,0,3571894737
chezennenguyen2811924,1,4068247693
chimgrabenz1651952,1,2532601944
chllazaraki23121990,1,1590969438
chloclarke581976,1,801613842
chloebastiaans531917,1,2076005023
chloebastiaans531947,0,678928570
chloebrherbert8121979,1,2326556941
chloebryce-watson281972,0,1939688489
chloebryce-watson7101976,1,1033737996
chloecamp5101935,0,1108861235
chloecampbell2121921,0,3550521960
chloecampuxyp5101935,1,3754940690
chloecbtuiaant531947,1,2323903033
chloeclarke581976,0,394541158
chloeclarke581976,1,394541158
chloecoleman171985,0,155068419
chloecoleman171985,1,155068419
chloecondo1511917,0,1847302777
chloeegan3091991,0,3226993891
chloegan3031991,1,1410354301
chloegar971993,1,1092063112
chloegarnsey971993,1,406388139
chloegarnsey971993,0,406388139
chloegarnsey971993,1,406388139
chloegarnsey971993,1,406388139
chloegrosvenor661980,0,3230863170
chloegrosvenor661980,1,3230863170
chloeherbert8121979,0,20244386
chloeherbert8121979,1,20244386
chloeherbertq8121979,1,1664380332
chloehherbert8121979,1,2021364832
chloeimgraben1651952,1,3816632250
chloeimgraben1651952,1,3816632250
chloeimgraben1651952,1,3816632250
chloeimgraben1651952,1,3816632250
chloeimgraben1651952,0,3816632250
chloeimgraben1651952,1,3816632250
chloekammermann19101925,0,4243888395
chloelamacka1381935,0,1236061300
chloelazaraki23111990,1,3399214325
chloelazaraki23121990,1,590608949
chloelazaraki23121990,0,590608949
chloelazaraki23121990,1,590608949
chloelowe251984,0,3668089517
chloelowe251984,1,3668089517
chloelradinger1581900,1,2413685554
chloemason1931976,0,2196436956
chloemason421940,0,2714545139
chloematthews851959,0,3273426718
chloemsfbjrybn751945,1,2757977544
chloepaine25121957,1,3973561196
chloepaine5111957,1,975821722
chloepaine5111957,0,975821722
chloepamali1241921,1,3279921005
chloepamalia1241921,0,2461051131
chloepennell1071953,0,1664640241
chloeqaksteane591979,1,1754078961
chloeqekammermann13121921,1,2344226471
chloeqvymaso1931976,1,2666820367
chloeradinger881912,0,3584530005
chloeradingercoyzj881912,1,4259443264
chloerafanelli1571957,0,2850583317
chloerafanelli1571957,1,2850583317
chloerafanelli1571957,1,2850583317
chloeryan1271945,1,4268370257
chloeryan1271945,1,4268370257
chloeryan1271945,1,4268370257
chloeryan1271945,1,4268370257
chloeryan1271945,0,4268370257
chloeryan2261957,0,3613830852
chloeryanfgtnwsl2271941,1,4112109257
chloesetlhong2861995,1,2894401803
chloesetlhong2861995,0,2894401803
chloesteane461921,1,1311631720
chloesteane591979,1,1785184982
chloesteane591979,0,1785184982
chloesteane591979,1,1785184982
chloesteane591979,1,1785184982
chloesteane591979,1,1785184982
chloetenne1371998,1,4230659318
chloetennent1371998,1,1996769502
chloetennent1371998,1,1996769502
chloetennent1371998,1,1996769502
chloetennent1371998,0,1996769502
chloetennent2371998,1,1588096092
chloevincent2671914,0,1413003703
chloevincentfq2671914,1,2303852520
chloewhit12101921,1,3063279066
chloewhite1311933,0,2686766746
chloewhite1311933,1,2686766746
chloewhite1311933,1,2686766746
chloewhite2181962,0,4078652016
chloewhite2181962,1,4078652016
chloewhite2271952,0,905271890
chloewhite2271952,1,905271890
chloewhite24101933,0,2019778150
chloewhite24101933,1,2019778150
chloewhite24101933,1,2019778150
chloewhite28121918,1,3027006761
chloewhite28121918,1,3027006761
chloewhite28121918,0,3027006761
chloewhite30121918,1,455339878
chloewhite31101933,1,3303463624
chloewhite721983,0,4281058958
chloewhite721983,1,4281058958
chloewjtfplryan1271945,1,4226254491
chloeworm1481900,0,2058357685
chloeworm1481900,1,2058357685
chlosteane1191916,1,1556641572
chmoelazaraki23121990,1,2347867852
chrafanelliuhc1571957,1,226521587
christianblittlely19101900,1,4217400129
christiancapurso2271921,0,3725467703
christiandietrich721917,1,2733457327
christiandietrich721917,0,2733457327
christiandietrich721917,1,2733457327
christiandrechsler2731958,0,2159748876
christianfaull1481951,0,244874501
christianfaull1481951,1,244874501
christianfavll871951,1,853318239
christianfdietrich711917,1,4236412165
christiangoetze1711951,0,3500785559
christiangoetze1731951,1,1337608329
christianjolta17111948,0,2064230895
christianjolta17111948,1,2064230895
christianla r541958,1,3389314601
christianla rance2641958,1,3540820274
christianla rance2641958,0,3540820274
christianlittlel971900,1,1161094875
christianlittlely19101900,0,2209746160
christianlittlely19101900,1,2209746160
christianreid151987,0,1737405551
christianreid151987,1,1737405551
christianwallin9101915,0,3472266947
christinacoleman2211988,0,272918543
christinataute2101946,1,521638651
christinataute2101946,1,521638651
christinataute2101946,0,521638651
christopherchammen341903,0,1267545176
christopheredson981988,1,4084433201
christopheredson981988,0,4084433201
christopheredsonsoypc981988,1,803997207
christopherelrick1551932,0,1465224955
christopherfelmingham2731960,0,955391612
christopherfelmingham2731960,1,955391612
christopherfrew22101932,1,1626685062
christopherfrew22101932,0,1626685062
christophergazzola2451963,0,846524978
christophergbazola2451963,1,4086631110
christophergeorge28121974,1,3651003783
christophergeorge28121974,0,3651003783
christopherlock1761920,0,4133748444
christopherlock1761920,1,4133748444
christopherlock1761920,1,4133748444
christopherlock1761920,1,4133748444
christopherlock1761920,1,4133748444
christopherlock1761920,1,4133748444
christopherlock1761990,1,3281600113
christopherlock2961964,1,1074882085
christopherlockajrzl1761920,1,2325835866
christopherlockirvae1761980,1,1865783208
christophermenzies2171918,0,2033431188
christophermenzies2171918,1,2033431188
christophermenzies2171918,1,2033431188
christophermenzies2171918,1,2033431188
christophermenzies2171918,1,2033431188
christophermenzies2171938,1,3024670515
christophermillar781925,0,4091117010
christopherneoaifs2171918,1,3474486580
christopherneville2551982,0,3865046886
christopherneville2551982,1,3865046886
christophershinnick1611923,0,3851429420
christophershinnick1711923,1,901561403
christopherumen2171918,1,222688775
christtaute2101946,1,1615613517
chrisuophfrlock1761920,1,639787835
chrituiaola rance2641958,1,2977154034
chrole2791962,1,3204258102
cianojnggenovese2441957,1,1433024803
ciaslptuecrossman20121922,1,1489743959
cibrlifmccarthy331983,1,3782918511
cibsmeswhite2311947,1,552079064
cimofcampbell2121921,1,1188962035
claingreen2861921,1,328064527
claingreen2861921,0,328064527
claingreensluyp2861921,1,3615039149
clainilnogreen2861921,1,1212865207
clainjeffries671906,0,745354916
clainjeffries671906,1,745354916
clainjeffriesa671906,1,755347025
clainujgreen2071927,1,1696599842
clairethorpe2661964,0,3917569238
claireuhpsqf2661964,1,919299174
claudiaapmjdbmianos1181978,1,2457383685
claudiabihar16101950,1,2441657296
claudiabihar641915,1,2870898748
claudiabihar641915,0,2870898748
claudiadamianos1181978,1,3058545855
claudiadamianos1181978,1,3058545855
claudiadamianos1181978,0,3058545855
claudiadamianps1181978,1,3922075387
claudiahuxley20101944,1,753391651
claudiahuxley20101944,0,753391651
claudiahuxley20101944,1,753391651
claudiahuxley20101944,1,753391651
claudiahuxleypdownzxi20101944,1,3877411579
claudiawhite711981,1,398457874
claudiawhite711981,0,398457874
claudiawhitek2641981,1,1954160831
clblewehr30111944,1,308222839
clblffitzpatrick2321924,1,2751510780
clementwhite1691996,1,3298242798
clementwhite1691996,0,3298242798
clodaghcampain1111928,0,1622918269
clodaghcampaincpaibux8111982,1,2957698425
clodaghksieberupkrqsyx1391914,1,550216024
clodaghmpzicampain1111928,1,3663838342
clodaghsieber1391914,0,1137158347
clodaghtromp881987,0,621311845
clodaghtromp881987,1,621311845
cmalfdoray2121941,1,752156374
cmbkfmatthewsphucynbsgwqmerx1471967,1,1559380069
cobybraine18111949,1,610883850
cobybraine18111949,0,610883850
cobybraine18111949,1,610883850
cobybrinsmead1101939,1,937459797
cobybrinsmead19101939,1,3369254562
cobybrinsmead9101939,1,236062119
cobybrinsmead9101939,1,236062119
cobybrinsmead9101939,0,236062119
cobylukeman631904,1,397992524
cobylukeman631904,0,397992524
cobymason21121964,0,748871013
cobysujgmasonvpfkeashmgiqjcu21121964,1,498662452
cobyvchbrinsmead9101939,1,2210216019
cohumphrey2621930,1,1339343780
con23101917,1,2862720641
connomvnhersibvsfn8101943,1,4064073339
connorarda1741975,0,971836008
connorasendorf3041929,0,1580068852
connorbaillie2951967,1,689436754
connorbaillie2951967,0,689436754
connorbaillie2951967,1,689436754
connorbelperio1851917,1,2226955046
connorbelperio1851917,0,2226955046
connorbergsma1611958,0,3849305016
connorbergsma1611958,1,3849305016
connorbishop23121926,0,939769794
connorcamp591919,0,3754732092
connorcarbone2821909,0,973715086
connordantiochia20101922,1,895632284
connordantiochia20101922,0,895632284
connordantiochia20101922,1,895632284
connordantiochial20101922,1,973210004
connordanuiochia20101922,1,3750288932
connorfoall2791914,0,1431337582
connorgodfrey1581923,1,2792660346
connorgodfrey2381901,0,4121624222
connorgodfrey2381901,1,4121624222
connorgodfrez2381901,1,3970062009
connorgreen131950,0,3481457915
connorgreen131950,1,3481457915
connorhammill381970,1,499019318
